Country name,Social support
Iceland,0.9759193063333332
Cuba,0.969595134
Ireland,0.9613065521666666
Denmark,0.957926952
New Zealand,0.9541199754166666
Norway,0.950734496
Finland,0.9488716774545455
Australia,0.9485205164166667
United Kingdom,0.9468073202307692
Switzerland,0.942658253
