Country name,Social support
Central African Republic,0.4025590004
Burundi,0.4176519454
Togo,0.44577935325
Benin,0.4777218164
Afghanistan,0.5162701336363636
South Sudan,0.554718569
Georgia,0.5613866860769231
Pakistan,0.5623431251538462
Malawi,0.5696166780909091
Bangladesh,0.5918508836923076
