Country name,Log GDP per capita
Qatar,11.72191887
Luxembourg,11.433882999000001
Kuwait,11.227860736
Singapore,11.214671482727274
United Arab Emirates,11.081058936363636
Norway,11.06864535875
Switzerland,10.94450211625
Ireland,10.849314530000001
United States,10.84820123846154
Hong Kong S.A.R. of China,10.810741317777778
